"name@sourceA","locType@sourceA","address@sourceA","attraction_in@sourceB","no_of_attractions@sourceB","no_of_reviews@sourceB","url@sourceB","reviewComment@sourceB","activity_type@sourceB","rank@sourceB","max_rank@sourceB","attraction@sourceB","contact_no@sourceB","knownFor@sourceB","address@sourceB","pinCode@sourceB","address@sourceA","locType@sourceA","name@sourceA","activity_type@sourceB","address@sourceB","attraction@sourceB","attraction_in@sourceB","contact_no@sourceB","knownFor@sourceB","max_rank@sourceB","no_of_attractions@sourceB","no_of_reviews@sourceB","pinCode@sourceB","rank@sourceB","reviewComment@sourceB","url@sourceB","Confidence"
"disney california adventure park","theme_park","DCA, 1620, South Disneyland Drive, Anaheim Resort District, Anaheim, Orange County, California, 92802, United States of America","Anaheim","3659","10223","https://www.tripadvisor.com/Attraction_Review-g29092-d186690-Reviews-or7290-Disney_California_Adventure_Park-Anaheim_California.html","Nice but crowded!  It was nice, but very crowded even early in the morning. We were disappointed not to be able to go to any Cars rides because the fast pass was full for the day as of 9 am and... read more Reviewed July 30, 2012 magmindel , Montreal, Canada","things to do","1","147","Disney California Adventure Park","7147814565","Theme Parks , Disney Parks & Activities , Water & Amusement Parks","1313 Disneyland Drive , Anaheim , CA 92803-3232","92803-3232","DCA, 1620, South Disneyland Drive, Anaheim Resort District, Anaheim, Orange County, California, 92802, United States of America","theme_park","disney california adventure park","things to do","1313 Disneyland Drive , Anaheim , CA 92803-3232","Disney California Adventure Park","Anaheim","7147814565","Theme Parks , Disney Parks & Activities , Water & Amusement Parks","147","3659","10223","92803-3232","1","Nice but crowded!  It was nice, but very crowded even early in the morning. We were disappointed not to be able to go to any Cars rides because the fast pass was full for the day as of 9 am and... read more Reviewed July 30, 2012 magmindel , Montreal, Canada","https://www.tripadvisor.com/Attraction_Review-g29092-d186690-Reviews-or7290-Disney_California_Adventure_Park-Anaheim_California.html","100"
"mission trails regional park","park","Mission Trails Regional Park, Lake Shore Drive, San Diego, San Diego County, California, 91942:92119, United States of America","San Diego","5272","117","https://www.tripadvisor.com/Attraction_Review-g60750-d534495-Reviews-or40-Mission_Trails_Regional_Park-San_Diego_California.html","Mission Trails Museim  Those of you who reside in Santee, CA. already know about Mission Trails Regional Park's walking and hiking trails, however many of you first timers to this area, who are history... read more Reviewed May 13, 2014 Brian F , Santee, California","things to do","92","416","Mission Trails Regional Park","619668 3281","Nature & Parks","1 Father Junipero Serra Trl , San Diego , CA 92119-1008","92119-1008","Mission Trails Regional Park, Lake Shore Drive, San Diego, San Diego County, California, 91942:92119, United States of America","park","mission trails regional park","things to do","1 Father Junipero Serra Trl , San Diego , CA 92119-1008","Mission Trails Regional Park","San Diego","619668 3281","Nature & Parks","416","5272","117","92119-1008","92","Mission Trails Museim  Those of you who reside in Santee, CA. already know about Mission Trails Regional Park's walking and hiking trails, however many of you first timers to this area, who are history... read more Reviewed May 13, 2014 Brian F , Santee, California","https://www.tripadvisor.com/Attraction_Review-g60750-d534495-Reviews-or40-Mission_Trails_Regional_Park-San_Diego_California.html","100"
"disney california adventure park","theme_park","DCA, 1620, South Disneyland Drive, Anaheim Resort District, Anaheim, Orange County, California, 92802, United States of America","Anaheim","3659","10223","https://www.tripadvisor.com/Attraction_Review-g29092-d186690-Reviews-or520-Disney_California_Adventure_Park-Anaheim_California.html","Always good  What is even needed to write, this place always exceeds expectations, and the staff is always great with families. Reviewed August 24, 2016 SouthernOregon G , Medford, Oregon","things to do","1","147","Disney California Adventure Park","7147814565","Theme Parks , Disney Parks & Activities , Water & Amusement Parks","1313 Disneyland Drive , Anaheim , CA 92803-3232","92803-3232","DCA, 1620, South Disneyland Drive, Anaheim Resort District, Anaheim, Orange County, California, 92802, United States of America","theme_park","disney california adventure park","things to do","1313 Disneyland Drive , Anaheim , CA 92803-3232","Disney California Adventure Park","Anaheim","7147814565","Theme Parks , Disney Parks & Activities , Water & Amusement Parks","147","3659","10223","92803-3232","1","Always good  What is even needed to write, this place always exceeds expectations, and the staff is always great with families. Reviewed August 24, 2016 SouthernOregon G , Medford, Oregon","https://www.tripadvisor.com/Attraction_Review-g29092-d186690-Reviews-or520-Disney_California_Adventure_Park-Anaheim_California.html","100"
"mission trails regional park","park","Mission Trails Regional Park, Lake Shore Drive, San Diego, San Diego County, California, 91942:92119, United States of America","San Diego","5272","117","https://www.tripadvisor.com/Attraction_Review-g60750-d534495-Reviews-or30-Mission_Trails_Regional_Park-San_Diego_California.html","Semi-Wilderness experience in the heart of the city  If you have half a day and are looking to experience the beauty of San Diego from a different vantage point a climb to the summit of Cowles Mountain ele.1592 ft. puts you as high... read more Reviewed December 31, 2014 dsrtgrl , San Diego, California","things to do","92","416","Mission Trails Regional Park","619668 3281","Nature & Parks","1 Father Junipero Serra Trl , San Diego , CA 92119-1008","92119-1008","Mission Trails Regional Park, Lake Shore Drive, San Diego, San Diego County, California, 91942:92119, United States of America","park","mission trails regional park","things to do","1 Father Junipero Serra Trl , San Diego , CA 92119-1008","Mission Trails Regional Park","San Diego","619668 3281","Nature & Parks","416","5272","117","92119-1008","92","Semi-Wilderness experience in the heart of the city  If you have half a day and are looking to experience the beauty of San Diego from a different vantage point a climb to the summit of Cowles Mountain ele.1592 ft. puts you as high... read more Reviewed December 31, 2014 dsrtgrl , San Diego, California","https://www.tripadvisor.com/Attraction_Review-g60750-d534495-Reviews-or30-Mission_Trails_Regional_Park-San_Diego_California.html","100"
"disney california adventure park","theme_park","DCA, 1620, South Disneyland Drive, Anaheim Resort District, Anaheim, Orange County, California, 92802, United States of America","Anaheim","3659","10223","https://www.tripadvisor.com/Attraction_Review-g29092-d186690-Reviews-or7300-Disney_California_Adventure_Park-Anaheim_California.html","Enjoyed California Park  Must see World Of Color!!! Was Magnificent Show! Very disappointed with food options at this Park. Food was awful! Reviewed July 29, 2012 Mim2510 , Melbourne, Australia","things to do","1","147","Disney California Adventure Park","7147814565","Theme Parks , Disney Parks & Activities , Water & Amusement Parks","1313 Disneyland Drive , Anaheim , CA 92803-3232","92803-3232","DCA, 1620, South Disneyland Drive, Anaheim Resort District, Anaheim, Orange County, California, 92802, United States of America","theme_park","disney california adventure park","things to do","1313 Disneyland Drive , Anaheim , CA 92803-3232","Disney California Adventure Park","Anaheim","7147814565","Theme Parks , Disney Parks & Activities , Water & Amusement Parks","147","3659","10223","92803-3232","1","Enjoyed California Park  Must see World Of Color!!! Was Magnificent Show! Very disappointed with food options at this Park. Food was awful! Reviewed July 29, 2012 Mim2510 , Melbourne, Australia","https://www.tripadvisor.com/Attraction_Review-g29092-d186690-Reviews-or7300-Disney_California_Adventure_Park-Anaheim_California.html","100"
"mission trails regional park","park","Mission Trails Regional Park, Lake Shore Drive, San Diego, San Diego County, California, 91942:92119, United States of America","San Diego","5272","117","https://www.tripadvisor.com/Attraction_Review-g60750-d534495-Reviews-or10-Mission_Trails_Regional_Park-San_Diego_California.html","Great trails...can be a very brown landscape!  The main walking area, which is a paved street (one way for cars, the other for pedestrians and walkers) is very nice and safe. You can venture off trails in specific locations... read more Reviewed January 26, 2016 Cassandra C , Santee, California","things to do","92","416","Mission Trails Regional Park","619668 3281","Nature & Parks","1 Father Junipero Serra Trl , San Diego , CA 92119-1008","92119-1008","Mission Trails Regional Park, Lake Shore Drive, San Diego, San Diego County, California, 91942:92119, United States of America","park","mission trails regional park","things to do","1 Father Junipero Serra Trl , San Diego , CA 92119-1008","Mission Trails Regional Park","San Diego","619668 3281","Nature & Parks","416","5272","117","92119-1008","92","Great trails...can be a very brown landscape!  The main walking area, which is a paved street (one way for cars, the other for pedestrians and walkers) is very nice and safe. You can venture off trails in specific locations... read more Reviewed January 26, 2016 Cassandra C , Santee, California","https://www.tripadvisor.com/Attraction_Review-g60750-d534495-Reviews-or10-Mission_Trails_Regional_Park-San_Diego_California.html","100"
"disney california adventure park","theme_park","DCA, 1620, South Disneyland Drive, Anaheim Resort District, Anaheim, Orange County, California, 92802, United States of America","Anaheim","3659","10223","https://www.tripadvisor.com/Attraction_Review-g29092-d186690-Reviews-or7310-Disney_California_Adventure_Park-Anaheim_California.html","New Cars Land is fun and 'World of Colour' is a must  Good Disney fun - go for single riders on the Radiator Springs ride - you often get on in pairs anyway and it cuts the queuing time considerably. Loved the garden grill - good... read more Reviewed July 27, 2012 Ann56Northampton , Northampton","things to do","1","147","Disney California Adventure Park","7147814565","Theme Parks , Disney Parks & Activities , Water & Amusement Parks","1313 Disneyland Drive , Anaheim , CA 92803-3232","92803-3232","DCA, 1620, South Disneyland Drive, Anaheim Resort District, Anaheim, Orange County, California, 92802, United States of America","theme_park","disney california adventure park","things to do","1313 Disneyland Drive , Anaheim , CA 92803-3232","Disney California Adventure Park","Anaheim","7147814565","Theme Parks , Disney Parks & Activities , Water & Amusement Parks","147","3659","10223","92803-3232","1","New Cars Land is fun and 'World of Colour' is a must  Good Disney fun - go for single riders on the Radiator Springs ride - you often get on in pairs anyway and it cuts the queuing time considerably. Loved the garden grill - good... read more Reviewed July 27, 2012 Ann56Northampton , Northampton","https://www.tripadvisor.com/Attraction_Review-g29092-d186690-Reviews-or7310-Disney_California_Adventure_Park-Anaheim_California.html","100"
"mission trails regional park","park","Mission Trails Regional Park, Lake Shore Drive, San Diego, San Diego County, California, 91942:92119, United States of America","San Diego","5272","117","https://www.tripadvisor.com/Attraction_Review-g60750-d534495-Reviews-or100-Mission_Trails_Regional_Park-San_Diego_California.html","A hidden gem  This is a large park, filled with hiking trails, undeveloped land, and history. It's great to see this large park in the city limits where housing, business, etc has been... read more Reviewed February 21, 2012 hamtrav , San Diego, California","things to do","92","416","Mission Trails Regional Park","619668 3281","Nature & Parks","1 Father Junipero Serra Trl , San Diego , CA 92119-1008","92119-1008","Mission Trails Regional Park, Lake Shore Drive, San Diego, San Diego County, California, 91942:92119, United States of America","park","mission trails regional park","things to do","1 Father Junipero Serra Trl , San Diego , CA 92119-1008","Mission Trails Regional Park","San Diego","619668 3281","Nature & Parks","416","5272","117","92119-1008","92","A hidden gem  This is a large park, filled with hiking trails, undeveloped land, and history. It's great to see this large park in the city limits where housing, business, etc has been... read more Reviewed February 21, 2012 hamtrav , San Diego, California","https://www.tripadvisor.com/Attraction_Review-g60750-d534495-Reviews-or100-Mission_Trails_Regional_Park-San_Diego_California.html","100"
"disney california adventure park","theme_park","DCA, 1620, South Disneyland Drive, Anaheim Resort District, Anaheim, Orange County, California, 92802, United States of America","Anaheim","3659","10223","https://www.tripadvisor.com/Attraction_Review-g29092-d186690-Reviews-or8520-Disney_California_Adventure_Park-Anaheim_California.html","fun for all ages  2nd tme there love it every time lots to see . 10 dollers to park the car or get a free bus from the hotel . Reviewed August 15, 2011 markDownpatrick , downpatrick","things to do","1","147","Disney California Adventure Park","7147814565","Theme Parks , Disney Parks & Activities , Water & Amusement Parks","1313 Disneyland Drive , Anaheim , CA 92803-3232","92803-3232","DCA, 1620, South Disneyland Drive, Anaheim Resort District, Anaheim, Orange County, California, 92802, United States of America","theme_park","disney california adventure park","things to do","1313 Disneyland Drive , Anaheim , CA 92803-3232","Disney California Adventure Park","Anaheim","7147814565","Theme Parks , Disney Parks & Activities , Water & Amusement Parks","147","3659","10223","92803-3232","1","fun for all ages  2nd tme there love it every time lots to see . 10 dollers to park the car or get a free bus from the hotel . Reviewed August 15, 2011 markDownpatrick , downpatrick","https://www.tripadvisor.com/Attraction_Review-g29092-d186690-Reviews-or8520-Disney_California_Adventure_Park-Anaheim_California.html","100"
"disney california adventure park","theme_park","DCA, 1620, South Disneyland Drive, Anaheim Resort District, Anaheim, Orange County, California, 92802, United States of America","Anaheim","3659","10223","https://www.tripadvisor.com/Attraction_Review-g29092-d186690-Reviews-or530-Disney_California_Adventure_Park-Anaheim_California.html","Disneyland CA...better than the original!  I am still a fan of Disneyland based on nostalgia but the CA park is so much more manageable! More space to walk, less people, more rides for little kids and great food. Loved it! Reviewed August 23, 2016 nbvacati0n , Oakland, California","things to do","1","147","Disney California Adventure Park","7147814565","Theme Parks , Disney Parks & Activities , Water & Amusement Parks","1313 Disneyland Drive , Anaheim , CA 92803-3232","92803-3232","DCA, 1620, South Disneyland Drive, Anaheim Resort District, Anaheim, Orange County, California, 92802, United States of America","theme_park","disney california adventure park","things to do","1313 Disneyland Drive , Anaheim , CA 92803-3232","Disney California Adventure Park","Anaheim","7147814565","Theme Parks , Disney Parks & Activities , Water & Amusement Parks","147","3659","10223","92803-3232","1","Disneyland CA...better than the original!  I am still a fan of Disneyland based on nostalgia but the CA park is so much more manageable! More space to walk, less people, more rides for little kids and great food. Loved it! Reviewed August 23, 2016 nbvacati0n , Oakland, California","https://www.tripadvisor.com/Attraction_Review-g29092-d186690-Reviews-or530-Disney_California_Adventure_Park-Anaheim_California.html","100"
"mission trails regional park","park","Mission Trails Regional Park, Lake Shore Drive, San Diego, San Diego County, California, 91942:92119, United States of America","San Diego","5272","117","https://www.tripadvisor.com/Attraction_Review-g60750-d534495-Reviews-or90-Mission_Trails_Regional_Park-San_Diego_California.html","Largest National Reserve in the City  You can visit the Visitor's center, hike the trails, or walk along the road. A great place for field trips too! Reviewed April 8, 2012 Sherri66 , Chicago, Illinois","things to do","92","416","Mission Trails Regional Park","619668 3281","Nature & Parks","1 Father Junipero Serra Trl , San Diego , CA 92119-1008","92119-1008","Mission Trails Regional Park, Lake Shore Drive, San Diego, San Diego County, California, 91942:92119, United States of America","park","mission trails regional park","things to do","1 Father Junipero Serra Trl , San Diego , CA 92119-1008","Mission Trails Regional Park","San Diego","619668 3281","Nature & Parks","416","5272","117","92119-1008","92","Largest National Reserve in the City  You can visit the Visitor's center, hike the trails, or walk along the road. A great place for field trips too! Reviewed April 8, 2012 Sherri66 , Chicago, Illinois","https://www.tripadvisor.com/Attraction_Review-g60750-d534495-Reviews-or90-Mission_Trails_Regional_Park-San_Diego_California.html","100"
"disney california adventure park","theme_park","DCA, 1620, South Disneyland Drive, Anaheim Resort District, Anaheim, Orange County, California, 92802, United States of America","Anaheim","3659","10223","https://www.tripadvisor.com/Attraction_Review-g29092-d186690-Reviews-or7270-Disney_California_Adventure_Park-Anaheim_California.html","New Car Land  Really enjoyed the new Car Land. Disliked the long lines at the rides in Car Land. We waited as long as 2 hours for one ride because the Fast Pass was filled by 10:00 a.m. Reviewed August 2, 2012 Debbie H , Phoenix, Arizona","things to do","1","147","Disney California Adventure Park","7147814565","Theme Parks , Disney Parks & Activities , Water & Amusement Parks","1313 Disneyland Drive , Anaheim , CA 92803-3232","92803-3232","DCA, 1620, South Disneyland Drive, Anaheim Resort District, Anaheim, Orange County, California, 92802, United States of America","theme_park","disney california adventure park","things to do","1313 Disneyland Drive , Anaheim , CA 92803-3232","Disney California Adventure Park","Anaheim","7147814565","Theme Parks , Disney Parks & Activities , Water & Amusement Parks","147","3659","10223","92803-3232","1","New Car Land  Really enjoyed the new Car Land. Disliked the long lines at the rides in Car Land. We waited as long as 2 hours for one ride because the Fast Pass was filled by 10:00 a.m. Reviewed August 2, 2012 Debbie H , Phoenix, Arizona","https://www.tripadvisor.com/Attraction_Review-g29092-d186690-Reviews-or7270-Disney_California_Adventure_Park-Anaheim_California.html","100"
"mission trails regional park","park","Mission Trails Regional Park, Lake Shore Drive, San Diego, San Diego County, California, 91942:92119, United States of America","San Diego","5272","117","https://www.tripadvisor.com/Attraction_Review-g60750-d534495-Reviews-or80-Mission_Trails_Regional_Park-San_Diego_California.html","Best in San Diego  Great place for walking, hiking, biking, etc- lots of variety in types/difficulties of walks/hikes. Visitor center has free nature walks at scheduled times during the week; plus... read more Reviewed June 13, 2012 mitymol","things to do","92","416","Mission Trails Regional Park","619668 3281","Nature & Parks","1 Father Junipero Serra Trl , San Diego , CA 92119-1008","92119-1008","Mission Trails Regional Park, Lake Shore Drive, San Diego, San Diego County, California, 91942:92119, United States of America","park","mission trails regional park","things to do","1 Father Junipero Serra Trl , San Diego , CA 92119-1008","Mission Trails Regional Park","San Diego","619668 3281","Nature & Parks","416","5272","117","92119-1008","92","Best in San Diego  Great place for walking, hiking, biking, etc- lots of variety in types/difficulties of walks/hikes. Visitor center has free nature walks at scheduled times during the week; plus... read more Reviewed June 13, 2012 mitymol","https://www.tripadvisor.com/Attraction_Review-g60750-d534495-Reviews-or80-Mission_Trails_Regional_Park-San_Diego_California.html","100"
"disney california adventure park","theme_park","DCA, 1620, South Disneyland Drive, Anaheim Resort District, Anaheim, Orange County, California, 92802, United States of America","Anaheim","3659","10223","https://www.tripadvisor.com/Attraction_Review-g29092-d186690-Reviews-or7260-Disney_California_Adventure_Park-Anaheim_California.html","Lots to see, but very busy  We spent the day at disneys california adventure park. We really wanted to see the new Cars land. We went on a saturday, arriving at 10am, and the fastpass service for the... read more Reviewed August 4, 2012 RyanSurrey , Surrey","things to do","1","147","Disney California Adventure Park","7147814565","Theme Parks , Disney Parks & Activities , Water & Amusement Parks","1313 Disneyland Drive , Anaheim , CA 92803-3232","92803-3232","DCA, 1620, South Disneyland Drive, Anaheim Resort District, Anaheim, Orange County, California, 92802, United States of America","theme_park","disney california adventure park","things to do","1313 Disneyland Drive , Anaheim , CA 92803-3232","Disney California Adventure Park","Anaheim","7147814565","Theme Parks , Disney Parks & Activities , Water & Amusement Parks","147","3659","10223","92803-3232","1","Lots to see, but very busy  We spent the day at disneys california adventure park. We really wanted to see the new Cars land. We went on a saturday, arriving at 10am, and the fastpass service for the... read more Reviewed August 4, 2012 RyanSurrey , Surrey","https://www.tripadvisor.com/Attraction_Review-g29092-d186690-Reviews-or7260-Disney_California_Adventure_Park-Anaheim_California.html","100"
"mission trails regional park","park","Mission Trails Regional Park, Lake Shore Drive, San Diego, San Diego County, California, 91942:92119, United States of America","San Diego","5272","117","https://www.tripadvisor.com/Attraction_Review-g60750-d534495-Reviews-or60-Mission_Trails_Regional_Park-San_Diego_California.html","Enormous and Wild  This place is gigantic--one of the biggest urban parks in the country, I've been told. You can lose your self in many of the hiking trails (there's one for all ages and... read more Reviewed January 13, 2013 GlootsMan , San Diego, California","things to do","92","416","Mission Trails Regional Park","619668 3281","Nature & Parks","1 Father Junipero Serra Trl , San Diego , CA 92119-1008","92119-1008","Mission Trails Regional Park, Lake Shore Drive, San Diego, San Diego County, California, 91942:92119, United States of America","park","mission trails regional park","things to do","1 Father Junipero Serra Trl , San Diego , CA 92119-1008","Mission Trails Regional Park","San Diego","619668 3281","Nature & Parks","416","5272","117","92119-1008","92","Enormous and Wild  This place is gigantic--one of the biggest urban parks in the country, I've been told. You can lose your self in many of the hiking trails (there's one for all ages and... read more Reviewed January 13, 2013 GlootsMan , San Diego, California","https://www.tripadvisor.com/Attraction_Review-g60750-d534495-Reviews-or60-Mission_Trails_Regional_Park-San_Diego_California.html","100"
"disney california adventure park","theme_park","DCA, 1620, South Disneyland Drive, Anaheim Resort District, Anaheim, Orange County, California, 92802, United States of America","Anaheim","3659","10223","https://www.tripadvisor.com/Attraction_Review-g29092-d186690-Reviews-or540-Disney_California_Adventure_Park-Anaheim_California.html","Don't miss Cars Land  Had never been to California Adventure and I was very impressed. Gorgeous park, great Hollywood vibe. Cars Land was unreal. So amazing. It was like you were walking down the main... read more Reviewed August 23, 2016 Anne Z , Hicksville, New York via mobile","things to do","1","147","Disney California Adventure Park","7147814565","Theme Parks , Disney Parks & Activities , Water & Amusement Parks","1313 Disneyland Drive , Anaheim , CA 92803-3232","92803-3232","DCA, 1620, South Disneyland Drive, Anaheim Resort District, Anaheim, Orange County, California, 92802, United States of America","theme_park","disney california adventure park","things to do","1313 Disneyland Drive , Anaheim , CA 92803-3232","Disney California Adventure Park","Anaheim","7147814565","Theme Parks , Disney Parks & Activities , Water & Amusement Parks","147","3659","10223","92803-3232","1","Don't miss Cars Land  Had never been to California Adventure and I was very impressed. Gorgeous park, great Hollywood vibe. Cars Land was unreal. So amazing. It was like you were walking down the main... read more Reviewed August 23, 2016 Anne Z , Hicksville, New York via mobile","https://www.tripadvisor.com/Attraction_Review-g29092-d186690-Reviews-or540-Disney_California_Adventure_Park-Anaheim_California.html","100"
"mission trails regional park","park","Mission Trails Regional Park, Lake Shore Drive, San Diego, San Diego County, California, 91942:92119, United States of America","San Diego","5272","117","https://www.tripadvisor.com/Attraction_Review-g60750-d534495-Reviews-or70-Mission_Trails_Regional_Park-San_Diego_California.html","Suburban Oasis in SD  I just enjoyed my first visit to Mission Trails Regional Park. The visitor center is beautiful and full of many great interactive exhibits. There is also a research library on... read more Reviewed November 6, 2012 Carey G , San Diego, California","things to do","92","416","Mission Trails Regional Park","619668 3281","Nature & Parks","1 Father Junipero Serra Trl , San Diego , CA 92119-1008","92119-1008","Mission Trails Regional Park, Lake Shore Drive, San Diego, San Diego County, California, 91942:92119, United States of America","park","mission trails regional park","things to do","1 Father Junipero Serra Trl , San Diego , CA 92119-1008","Mission Trails Regional Park","San Diego","619668 3281","Nature & Parks","416","5272","117","92119-1008","92","Suburban Oasis in SD  I just enjoyed my first visit to Mission Trails Regional Park. The visitor center is beautiful and full of many great interactive exhibits. There is also a research library on... read more Reviewed November 6, 2012 Carey G , San Diego, California","https://www.tripadvisor.com/Attraction_Review-g60750-d534495-Reviews-or70-Mission_Trails_Regional_Park-San_Diego_California.html","100"
"disney california adventure park","theme_park","DCA, 1620, South Disneyland Drive, Anaheim Resort District, Anaheim, Orange County, California, 92802, United States of America","Anaheim","3659","10223","https://www.tripadvisor.com/Attraction_Review-g29092-d186690-Reviews-or7230-Disney_California_Adventure_Park-Anaheim_California.html","Enjoyable day  Parking wasnt a hassle, the lines to the buses that transport you to the park went quickly. The park had things suited for children at young ages as well as for adults. The... read more Reviewed August 11, 2012 Danielle G , Nesconset, New York","things to do","1","147","Disney California Adventure Park","7147814565","Theme Parks , Disney Parks & Activities , Water & Amusement Parks","1313 Disneyland Drive , Anaheim , CA 92803-3232","92803-3232","DCA, 1620, South Disneyland Drive, Anaheim Resort District, Anaheim, Orange County, California, 92802, United States of America","theme_park","disney california adventure park","things to do","1313 Disneyland Drive , Anaheim , CA 92803-3232","Disney California Adventure Park","Anaheim","7147814565","Theme Parks , Disney Parks & Activities , Water & Amusement Parks","147","3659","10223","92803-3232","1","Enjoyable day  Parking wasnt a hassle, the lines to the buses that transport you to the park went quickly. The park had things suited for children at young ages as well as for adults. The... read more Reviewed August 11, 2012 Danielle G , Nesconset, New York","https://www.tripadvisor.com/Attraction_Review-g29092-d186690-Reviews-or7230-Disney_California_Adventure_Park-Anaheim_California.html","100"
"disney california adventure park","theme_park","DCA, 1620, South Disneyland Drive, Anaheim Resort District, Anaheim, Orange County, California, 92802, United States of America","Anaheim","3659","10223","https://www.tripadvisor.com/Attraction_Review-g29092-d186690-Reviews-or7250-Disney_California_Adventure_Park-Anaheim_California.html","A world of adventure.  This park is a merge of the most popular attractions of the 4 Disney's Parks in Orlando. All in 1 place. For example: Tower of Terror from Hollywood Studios, Soarin from Epcot and... read more Reviewed August 8, 2012 ruthcaliz , Penuelas, PR","things to do","1","147","Disney California Adventure Park","7147814565","Theme Parks , Disney Parks & Activities , Water & Amusement Parks","1313 Disneyland Drive , Anaheim , CA 92803-3232","92803-3232","DCA, 1620, South Disneyland Drive, Anaheim Resort District, Anaheim, Orange County, California, 92802, United States of America","theme_park","disney california adventure park","things to do","1313 Disneyland Drive , Anaheim , CA 92803-3232","Disney California Adventure Park","Anaheim","7147814565","Theme Parks , Disney Parks & Activities , Water & Amusement Parks","147","3659","10223","92803-3232","1","A world of adventure.  This park is a merge of the most popular attractions of the 4 Disney's Parks in Orlando. All in 1 place. For example: Tower of Terror from Hollywood Studios, Soarin from Epcot and... read more Reviewed August 8, 2012 ruthcaliz , Penuelas, PR","https://www.tripadvisor.com/Attraction_Review-g29092-d186690-Reviews-or7250-Disney_California_Adventure_Park-Anaheim_California.html","100"
"disney california adventure park","theme_park","DCA, 1620, South Disneyland Drive, Anaheim Resort District, Anaheim, Orange County, California, 92802, United States of America","Anaheim","3659","10223","https://www.tripadvisor.com/Attraction_Review-g29092-d186690-Reviews-or7240-Disney_California_Adventure_Park-Anaheim_California.html","Loved it!  A little bit better than Disneyland dare I say :-) Loved the cleanliness, and it felt a bit more....adult? Would have loved to go on the new cars ride but 2.5 hour long queues put... read more Reviewed August 10, 2012 Templeland , Scotland","things to do","1","147","Disney California Adventure Park","7147814565","Theme Parks , Disney Parks & Activities , Water & Amusement Parks","1313 Disneyland Drive , Anaheim , CA 92803-3232","92803-3232","DCA, 1620, South Disneyland Drive, Anaheim Resort District, Anaheim, Orange County, California, 92802, United States of America","theme_park","disney california adventure park","things to do","1313 Disneyland Drive , Anaheim , CA 92803-3232","Disney California Adventure Park","Anaheim","7147814565","Theme Parks , Disney Parks & Activities , Water & Amusement Parks","147","3659","10223","92803-3232","1","Loved it!  A little bit better than Disneyland dare I say :-) Loved the cleanliness, and it felt a bit more....adult? Would have loved to go on the new cars ride but 2.5 hour long queues put... read more Reviewed August 10, 2012 Templeland , Scotland","https://www.tripadvisor.com/Attraction_Review-g29092-d186690-Reviews-or7240-Disney_California_Adventure_Park-Anaheim_California.html","100"
"disney california adventure park","theme_park","DCA, 1620, South Disneyland Drive, Anaheim Resort District, Anaheim, Orange County, California, 92802, United States of America","Anaheim","3659","10223","https://www.tripadvisor.com/Attraction_Review-g29092-d186690-Reviews-or550-Disney_California_Adventure_Park-Anaheim_California.html","New and Old Disney Adventures!  It's always a fun time going to Disney. The new Soaring was w o n d e r f u l!. The music, scents, and films were just breathtaking. The lines were great, maybe 20 minutes at... read more Reviewed August 22, 2016 pqt4me2 , Orange County, California via mobile","things to do","1","147","Disney California Adventure Park","7147814565","Theme Parks , Disney Parks & Activities , Water & Amusement Parks","1313 Disneyland Drive , Anaheim , CA 92803-3232","92803-3232","DCA, 1620, South Disneyland Drive, Anaheim Resort District, Anaheim, Orange County, California, 92802, United States of America","theme_park","disney california adventure park","things to do","1313 Disneyland Drive , Anaheim , CA 92803-3232","Disney California Adventure Park","Anaheim","7147814565","Theme Parks , Disney Parks & Activities , Water & Amusement Parks","147","3659","10223","92803-3232","1","New and Old Disney Adventures!  It's always a fun time going to Disney. The new Soaring was w o n d e r f u l!. The music, scents, and films were just breathtaking. The lines were great, maybe 20 minutes at... read more Reviewed August 22, 2016 pqt4me2 , Orange County, California via mobile","https://www.tripadvisor.com/Attraction_Review-g29092-d186690-Reviews-or550-Disney_California_Adventure_Park-Anaheim_California.html","100"
"disney california adventure park","theme_park","DCA, 1620, South Disneyland Drive, Anaheim Resort District, Anaheim, Orange County, California, 92802, United States of America","Anaheim","3659","10223","https://www.tripadvisor.com/Attraction_Review-g29092-d186690-Reviews-or7220-Disney_California_Adventure_Park-Anaheim_California.html","interesting !  The park is certainly very exciting, the new part of the Cars is interesting, but perhaps lower than expected. tail attraction too! shows very well organized and the park staff... read more Reviewed August 13, 2012 FRANCHINA66 , Los Angeles, California","things to do","1","147","Disney California Adventure Park","7147814565","Theme Parks , Disney Parks & Activities , Water & Amusement Parks","1313 Disneyland Drive , Anaheim , CA 92803-3232","92803-3232","DCA, 1620, South Disneyland Drive, Anaheim Resort District, Anaheim, Orange County, California, 92802, United States of America","theme_park","disney california adventure park","things to do","1313 Disneyland Drive , Anaheim , CA 92803-3232","Disney California Adventure Park","Anaheim","7147814565","Theme Parks , Disney Parks & Activities , Water & Amusement Parks","147","3659","10223","92803-3232","1","interesting !  The park is certainly very exciting, the new part of the Cars is interesting, but perhaps lower than expected. tail attraction too! shows very well organized and the park staff... read more Reviewed August 13, 2012 FRANCHINA66 , Los Angeles, California","https://www.tripadvisor.com/Attraction_Review-g29092-d186690-Reviews-or7220-Disney_California_Adventure_Park-Anaheim_California.html","100"
